TARGET_USER_NAME,用户编号,户号,所在市,所在区,用户类型,是否有光伏,是否有光伏_flag,PREDICT_START,PREDICT_END,TRAIN_START,TRAIN_END,TRAIN_MONTHS,BIAS_LOOKBACK_DAYS,DAYTYPE_Q30,DAYTYPE_Q70
福州年盛机电有限公司,FZ-GY-002,福州年盛机电有限公司(套餐用户),福州,仓山区,工业用户,否,0,2026-05-01 00:00:00,2026-06-01 00:00:00,2026-03-01 00:00:00,2026-05-01 00:00:00,2,14,1024.3,1278.8
