所在市_norm,datetime,temperature,shortwave_radiation,humidity,cloud,rainfall,weather,wind_speed,pressure,visibility,dew_point,air_quality,wind_direction
宁德,2026-02-05 06:00:00,11.9,0.0,94.0,7.0,0.0,未知,,,,,,
福州,2026-02-05 06:00:00,11.6,0.0,94.0,10.0,0.0,未知,,,,,,
福州,2026-02-05 07:00:00,11.5,1.0,93.0,2.0,0.0,未知,,,,,,
宁德,2026-02-05 07:00:00,11.3,1.0,96.0,9.0,0.0,未知,,,,,,
泉州,2026-02-05 07:00:00,8.4,1.0,98.0,2.0,0.0,未知,,,,,,
莆田,2026-02-05 07:00:00,13.1,1.0,88.0,1.0,0.0,未知,,,,,,
泉州,2026-02-05 08:00:00,11.5,91.0,91.0,13.0,0.0,未知,,,,,,
莆田,2026-02-05 08:00:00,14.7,88.0,81.0,17.0,0.0,未知,,,,,,
福州,2026-02-05 08:00:00,12.6,93.0,88.0,1.0,0.0,未知,,,,,,
宁德,2026-02-05 08:00:00,13.9,90.0,89.0,3.0,0.0,未知,,,,,,
宁德,2026-02-05 09:00:00,18.3,283.0,72.0,1.0,0.0,未知,,,,,,
泉州,2026-02-05 09:00:00,16.6,272.0,75.0,2.0,0.0,未知,,,,,,
莆田,2026-02-05 09:00:00,17.6,243.0,65.0,32.0,0.0,未知,,,,,,
福州,2026-02-05 09:00:00,15.8,282.0,72.0,3.0,0.0,未知,,,,,,
福州,2026-02-05 10:00:00,18.4,464.0,61.0,0.0,0.0,未知,,,,,,
莆田,2026-02-05 10:00:00,20.0,435.0,57.0,33.0,0.0,未知,,,,,,
宁德,2026-02-05 10:00:00,20.4,470.0,64.0,3.0,0.0,未知,,,,,,
泉州,2026-02-05 10:00:00,19.8,481.0,64.0,2.0,0.0,未知,,,,,,
泉州,2026-02-05 11:00:00,21.5,641.0,55.0,35.0,0.0,未知,,,,,,
福州,2026-02-05 11:00:00,21.0,621.0,52.0,0.0,0.0,未知,,,,,,
莆田,2026-02-05 11:00:00,21.5,556.0,51.0,2.0,0.0,未知,,,,,,
宁德,2026-02-05 11:00:00,22.6,609.0,59.0,30.0,0.0,未知,,,,,,
宁德,2026-02-05 12:00:00,24.2,644.0,55.0,52.0,0.0,未知,,,,,,
莆田,2026-02-05 12:00:00,22.8,697.0,48.0,0.0,0.0,未知,,,,,,
福州,2026-02-05 12:00:00,22.8,715.0,49.0,74.0,0.0,未知,,,,,,
泉州,2026-02-05 12:00:00,22.9,709.0,46.0,40.0,0.0,未知,,,,,,
莆田,2026-02-05 13:00:00,23.5,747.0,47.0,0.0,0.0,未知,,,,,,
泉州,2026-02-05 13:00:00,23.6,710.0,44.0,13.0,0.0,未知,,,,,,
宁德,2026-02-05 13:00:00,24.2,480.0,56.0,47.0,0.0,未知,,,,,,
福州,2026-02-05 13:00:00,23.5,526.0,48.0,44.0,0.0,未知,,,,,,
宁德,2026-02-05 14:00:00,23.0,481.0,61.0,72.0,0.0,未知,,,,,,
莆田,2026-02-05 14:00:00,23.5,694.0,48.0,2.0,0.0,未知,,,,,,
泉州,2026-02-05 14:00:00,24.2,667.0,40.0,25.0,0.0,未知,,,,,,
福州,2026-02-05 14:00:00,23.8,464.0,49.0,29.0,0.0,未知,,,,,,
宁德,2026-02-05 15:00:00,22.8,369.0,63.0,63.0,0.0,未知,,,,,,
莆田,2026-02-05 15:00:00,23.1,574.0,49.0,5.0,0.0,未知,,,,,,
泉州,2026-02-05 15:00:00,24.6,560.0,38.0,27.0,0.0,未知,,,,,,
福州,2026-02-05 15:00:00,24.9,427.0,45.0,38.0,0.0,未知,,,,,,
泉州,2026-02-05 16:00:00,24.2,421.0,38.0,43.0,0.0,未知,,,,,,
宁德,2026-02-05 16:00:00,22.4,290.0,65.0,16.0,0.0,未知,,,,,,
福州,2026-02-05 16:00:00,25.1,315.0,44.0,32.0,0.0,未知,,,,,,
莆田,2026-02-05 16:00:00,22.0,402.0,54.0,14.0,0.0,未知,,,,,,
莆田,2026-02-05 17:00:00,20.4,207.0,60.0,1.0,0.0,未知,,,,,,
泉州,2026-02-05 17:00:00,22.7,216.0,57.0,22.0,0.0,未知,,,,,,
宁德,2026-02-05 17:00:00,21.1,183.0,71.0,15.0,0.0,未知,,,,,,
福州,2026-02-05 17:00:00,24.2,146.0,47.0,52.0,0.0,未知,,,,,,
泉州,2026-02-05 18:00:00,19.2,45.0,56.0,46.0,0.0,未知,,,,,,
莆田,2026-02-05 18:00:00,18.5,37.0,69.0,0.0,0.0,未知,,,,,,
宁德,2026-02-05 18:00:00,17.9,28.0,85.0,15.0,0.0,未知,,,,,,
福州,2026-02-05 18:00:00,22.5,23.0,53.0,100.0,0.0,未知,,,,,,
福州,2026-02-05 19:00:00,20.9,0.0,59.0,91.0,0.0,未知,,,,,,
泉州,2026-02-05 19:00:00,17.2,0.0,68.0,9.0,0.0,未知,,,,,,
莆田,2026-02-05 19:00:00,17.5,0.0,73.0,0.0,0.0,未知,,,,,,
宁德,2026-02-05 19:00:00,17.0,0.0,88.0,31.0,0.0,未知,,,,,,
福州,2026-02-05 20:00:00,19.5,0.0,65.0,16.0,0.0,未知,,,,,,
莆田,2026-02-05 20:00:00,16.7,0.0,79.0,5.0,0.0,未知,,,,,,
宁德,2026-02-05 20:00:00,16.5,0.0,89.0,29.0,0.0,未知,,,,,,
泉州,2026-02-05 20:00:00,15.3,0.0,81.0,27.0,0.0,未知,,,,,,
莆田,2026-02-05 21:00:00,16.2,0.0,81.0,4.0,0.0,未知,,,,,,
福州,2026-02-05 21:00:00,19.0,0.0,68.0,18.0,0.0,未知,,,,,,
宁德,2026-02-05 21:00:00,15.9,0.0,90.0,41.0,0.0,未知,,,,,,
泉州,2026-02-05 21:00:00,14.4,0.0,84.0,13.0,0.0,未知,,,,,,
泉州,2026-02-05 22:00:00,13.1,0.0,89.0,3.0,0.0,未知,,,,,,
莆田,2026-02-05 22:00:00,15.4,0.0,85.0,5.0,0.0,未知,,,,,,
宁德,2026-02-05 22:00:00,16.0,0.0,88.0,52.0,0.0,未知,,,,,,
福州,2026-02-05 22:00:00,18.0,0.0,71.0,25.0,0.0,未知,,,,,,
福州,2026-02-05 23:00:00,17.1,0.0,76.0,22.0,0.0,未知,,,,,,
泉州,2026-02-05 23:00:00,12.0,0.0,92.0,4.0,0.0,未知,,,,,,
莆田,2026-02-05 23:00:00,14.6,0.0,90.0,5.0,0.0,未知,,,,,,
宁德,2026-02-05 23:00:00,15.9,0.0,88.0,60.0,0.0,未知,,,,,,
莆田,2026-02-06 00:00:00,13.9,0.0,93.0,0.0,0.0,未知,,,,,,
泉州,2026-02-06 00:00:00,11.5,0.0,94.0,1.0,0.0,未知,,,,,,
宁德,2026-02-06 00:00:00,13.7,0.0,99.0,34.0,0.0,未知,,,,,,
福州,2026-02-06 00:00:00,16.1,0.0,81.0,30.0,0.0,未知,,,,,,
宁德,2026-02-06 01:00:00,13.7,0.0,96.0,65.0,0.0,未知,,,,,,
泉州,2026-02-06 01:00:00,10.6,0.0,96.0,0.0,0.0,未知,,,,,,
福州,2026-02-06 01:00:00,15.4,0.0,84.0,10.0,0.0,未知,,,,,,
莆田,2026-02-06 01:00:00,13.6,0.0,93.0,0.0,0.0,未知,,,,,,
泉州,2026-02-06 02:00:00,10.3,0.0,95.0,0.0,0.0,未知,,,,,,
莆田,2026-02-06 02:00:00,13.4,0.0,93.0,0.0,0.0,未知,,,,,,
宁德,2026-02-06 02:00:00,14.1,0.0,93.0,91.0,0.0,未知,,,,,,
福州,2026-02-06 02:00:00,14.6,0.0,89.0,5.0,0.0,未知,,,,,,
福州,2026-02-06 03:00:00,14.1,0.0,90.0,0.0,0.0,未知,,,,,,
莆田,2026-02-06 03:00:00,13.8,0.0,92.0,2.0,0.0,未知,,,,,,
宁德,2026-02-06 03:00:00,14.1,0.0,94.0,97.0,0.0,未知,,,,,,
泉州,2026-02-06 03:00:00,10.2,0.0,97.0,0.0,0.0,未知,,,,,,
福州,2026-02-06 04:00:00,13.6,0.0,94.0,8.0,0.0,未知,,,,,,
泉州,2026-02-06 04:00:00,9.7,0.0,98.0,0.0,0.0,未知,,,,,,
莆田,2026-02-06 04:00:00,14.3,0.0,91.0,10.0,0.0,未知,,,,,,
宁德,2026-02-06 04:00:00,13.5,0.0,96.0,98.0,0.0,未知,,,,,,
福州,2026-02-06 05:00:00,12.9,0.0,97.0,30.0,0.0,未知,,,,,,
泉州,2026-02-06 05:00:00,9.4,0.0,97.0,0.0,0.0,未知,,,,,,
莆田,2026-02-06 05:00:00,13.9,0.0,93.0,2.0,0.0,未知,,,,,,
宁德,2026-02-06 05:00:00,13.0,0.0,98.0,94.0,0.0,未知,,,,,,
宁德,2026-02-06 06:00:00,12.5,0.0,99.0,99.0,0.0,未知,,,,,,
福州,2026-02-06 06:00:00,12.5,0.0,99.0,95.0,0.0,未知,,,,,,
莆田,2026-02-06 06:00:00,13.5,0.0,93.0,4.0,0.0,未知,,,,,,
泉州,2026-02-06 06:00:00,9.2,0.0,97.0,0.0,0.0,未知,,,,,,
福州,2026-02-06 07:00:00,12.2,1.0,100.0,100.0,0.0,未知,,,,,,
泉州,2026-02-06 07:00:00,8.9,1.0,98.0,0.0,0.0,未知,,,,,,
莆田,2026-02-06 07:00:00,13.1,2.0,94.0,5.0,0.0,未知,,,,,,
宁德,2026-02-06 07:00:00,12.4,1.0,100.0,99.0,0.0,未知,,,,,,
泉州,2026-02-06 08:00:00,11.8,95.0,91.0,2.0,0.0,未知,,,,,,
宁德,2026-02-06 08:00:00,13.9,62.0,98.0,29.0,0.0,未知,,,,,,
福州,2026-02-06 08:00:00,13.1,59.0,98.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 08:00:00,14.9,93.0,88.0,8.0,0.0,未知,,,,,,
福州,2026-02-06 09:00:00,15.2,180.0,84.0,98.0,0.0,未知,,,,,,
泉州,2026-02-06 09:00:00,17.2,293.0,72.0,9.0,0.0,未知,,,,,,
莆田,2026-02-06 09:00:00,17.0,282.0,76.0,10.0,0.0,未知,,,,,,
宁德,2026-02-06 09:00:00,15.2,203.0,90.0,73.0,0.0,未知,,,,,,
宁德,2026-02-06 10:00:00,16.2,336.0,82.0,97.0,0.0,未知,,,,,,
福州,2026-02-06 10:00:00,17.4,330.0,71.0,94.0,0.0,未知,,,,,,
泉州,2026-02-06 10:00:00,19.1,471.0,66.0,1.0,0.0,未知,,,,,,
莆田,2026-02-06 10:00:00,19.0,443.0,66.0,3.0,0.0,未知,,,,,,
泉州,2026-02-06 11:00:00,20.8,646.0,60.0,1.0,0.0,未知,,,,,,
福州,2026-02-06 11:00:00,18.6,386.0,64.0,59.0,0.0,未知,,,,,,
莆田,2026-02-06 11:00:00,20.8,605.0,57.0,0.0,0.0,未知,,,,,,
宁德,2026-02-06 11:00:00,16.7,393.0,79.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 12:00:00,16.7,370.0,76.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 12:00:00,18.8,449.0,62.0,77.0,0.0,未知,,,,,,
泉州,2026-02-06 12:00:00,22.0,645.0,55.0,35.0,0.0,未知,,,,,,
莆田,2026-02-06 12:00:00,21.7,717.0,54.0,0.0,0.0,未知,,,,,,
福州,2026-02-06 13:00:00,18.6,508.0,61.0,44.0,0.0,未知,,,,,,
泉州,2026-02-06 13:00:00,22.4,553.0,51.0,38.0,0.0,未知,,,,,,
宁德,2026-02-06 13:00:00,15.8,325.0,77.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 13:00:00,22.1,744.0,52.0,5.0,0.0,未知,,,,,,
莆田,2026-02-06 14:00:00,19.6,672.0,60.0,10.0,0.0,未知,,,,,,
泉州,2026-02-06 14:00:00,21.6,573.0,58.0,36.0,0.0,未知,,,,,,
宁德,2026-02-06 14:00:00,14.7,295.0,79.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 14:00:00,16.1,530.0,68.0,85.0,0.0,未知,,,,,,
莆田,2026-02-06 15:00:00,18.4,542.0,64.0,23.0,0.0,未知,,,,,,
泉州,2026-02-06 15:00:00,21.4,456.0,59.0,48.0,0.1,未知,,,,,,
宁德,2026-02-06 15:00:00,14.8,212.0,78.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 15:00:00,15.8,292.0,67.0,99.0,0.0,未知,,,,,,
泉州,2026-02-06 16:00:00,19.8,270.0,67.0,35.0,0.2,未知,,,,,,
莆田,2026-02-06 16:00:00,17.6,376.0,65.0,35.0,0.0,未知,,,,,,
宁德,2026-02-06 16:00:00,14.4,152.0,77.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 16:00:00,15.1,170.0,69.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 17:00:00,16.2,187.0,69.0,44.0,0.0,未知,,,,,,
泉州,2026-02-06 17:00:00,18.4,166.0,71.0,27.0,0.0,未知,,,,,,
福州,2026-02-06 17:00:00,14.1,69.0,71.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 17:00:00,14.0,62.0,78.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 18:00:00,13.4,14.0,74.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 18:00:00,15.4,33.0,72.0,92.0,0.0,未知,,,,,,
泉州,2026-02-06 18:00:00,16.1,33.0,77.0,45.0,0.0,未知,,,,,,
宁德,2026-02-06 18:00:00,13.3,11.0,81.0,100.0,0.0,未知,,,,,,
泉州,2026-02-06 19:00:00,14.3,0.0,84.0,52.0,0.0,未知,,,,,,
莆田,2026-02-06 19:00:00,14.8,0.0,73.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 19:00:00,12.9,0.0,82.0,100.0,0.1,未知,,,,,,
福州,2026-02-06 19:00:00,13.0,0.0,76.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 20:00:00,12.1,0.0,86.0,100.0,0.1,未知,,,,,,
福州,2026-02-06 20:00:00,12.6,0.0,78.0,100.0,0.0,未知,,,,,,
泉州,2026-02-06 20:00:00,13.8,0.0,91.0,100.0,0.1,未知,,,,,,
莆田,2026-02-06 20:00:00,14.1,0.0,75.0,100.0,0.0,未知,,,,,,
泉州,2026-02-06 21:00:00,13.8,0.0,87.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 21:00:00,11.8,0.0,86.0,100.0,0.1,未知,,,,,,
福州,2026-02-06 21:00:00,12.2,0.0,79.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 21:00:00,13.8,0.0,76.0,100.0,0.0,未知,,,,,,
莆田,2026-02-06 22:00:00,13.6,0.0,77.0,100.0,0.0,未知,,,,,,
福州,2026-02-06 22:00:00,12.1,0.0,79.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 22:00:00,11.5,0.0,89.0,100.0,0.4,未知,,,,,,
泉州,2026-02-06 22:00:00,13.4,0.0,89.0,100.0,0.1,未知,,,,,,
莆田,2026-02-06 23:00:00,13.4,0.0,77.0,100.0,0.0,未知,,,,,,
宁德,2026-02-06 23:00:00,11.2,0.0,96.0,100.0,0.8,未知,,,,,,
泉州,2026-02-06 23:00:00,12.7,0.0,93.0,69.0,0.7,未知,,,,,,
福州,2026-02-06 23:00:00,11.8,0.0,80.0,100.0,0.1,未知,,,,,,
宁德,2026-02-07 00:00:00,11.0,0.0,96.0,100.0,0.3,未知,,,,,,
莆田,2026-02-07 00:00:00,13.0,0.0,78.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 00:00:00,12.3,0.0,96.0,100.0,0.8,未知,,,,,,
福州,2026-02-07 00:00:00,11.4,0.0,81.0,100.0,0.2,未知,,,,,,
泉州,2026-02-07 01:00:00,12.3,0.0,98.0,100.0,0.7,未知,,,,,,
福州,2026-02-07 01:00:00,11.2,0.0,81.0,100.0,0.1,未知,,,,,,
莆田,2026-02-07 01:00:00,12.4,0.0,80.0,100.0,0.3,未知,,,,,,
宁德,2026-02-07 01:00:00,10.7,0.0,94.0,100.0,0.2,未知,,,,,,
宁德,2026-02-07 02:00:00,10.4,0.0,94.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 02:00:00,12.6,0.0,98.0,100.0,0.9,未知,,,,,,
莆田,2026-02-07 02:00:00,12.1,0.0,78.0,100.0,0.2,未知,,,,,,
福州,2026-02-07 02:00:00,10.8,0.0,80.0,100.0,0.1,未知,,,,,,
莆田,2026-02-07 03:00:00,11.6,0.0,78.0,54.0,0.1,未知,,,,,,
泉州,2026-02-07 03:00:00,12.7,0.0,98.0,100.0,0.2,未知,,,,,,
宁德,2026-02-07 03:00:00,10.1,0.0,94.0,100.0,0.2,未知,,,,,,
福州,2026-02-07 03:00:00,10.4,0.0,80.0,100.0,0.3,未知,,,,,,
泉州,2026-02-07 04:00:00,12.0,0.0,100.0,54.0,0.0,未知,,,,,,
莆田,2026-02-07 04:00:00,11.0,0.0,77.0,28.0,0.0,未知,,,,,,
福州,2026-02-07 04:00:00,10.1,0.0,78.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 04:00:00,9.7,0.0,93.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 05:00:00,10.6,0.0,76.0,52.0,0.0,未知,,,,,,
宁德,2026-02-07 05:00:00,9.5,0.0,90.0,100.0,0.0,未知,,,,,,
福州,2026-02-07 05:00:00,9.8,0.0,77.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 05:00:00,11.8,0.0,100.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 06:00:00,9.4,0.0,87.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 06:00:00,10.1,0.0,77.0,56.0,0.0,未知,,,,,,
福州,2026-02-07 06:00:00,9.5,0.0,77.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 06:00:00,11.3,0.0,100.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 07:00:00,11.0,0.0,98.0,100.0,0.1,未知,,,,,,
宁德,2026-02-07 07:00:00,9.2,1.0,86.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 07:00:00,9.9,2.0,78.0,70.0,0.0,未知,,,,,,
福州,2026-02-07 07:00:00,9.1,1.0,78.0,77.0,0.0,未知,,,,,,
宁德,2026-02-07 08:00:00,10.2,29.0,85.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 08:00:00,10.9,81.0,73.0,34.0,0.0,未知,,,,,,
泉州,2026-02-07 08:00:00,11.1,33.0,98.0,100.0,0.1,未知,,,,,,
福州,2026-02-07 08:00:00,9.9,63.0,76.0,88.0,0.0,未知,,,,,,
宁德,2026-02-07 09:00:00,10.6,99.0,83.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 09:00:00,12.4,261.0,65.0,67.0,0.0,未知,,,,,,
福州,2026-02-07 09:00:00,10.7,157.0,71.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 09:00:00,11.8,101.0,91.0,100.0,0.2,未知,,,,,,
宁德,2026-02-07 10:00:00,10.7,128.0,82.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 10:00:00,13.8,416.0,59.0,70.0,0.0,未知,,,,,,
泉州,2026-02-07 10:00:00,13.7,220.0,76.0,100.0,0.3,未知,,,,,,
福州,2026-02-07 10:00:00,11.1,163.0,69.0,100.0,0.0,未知,,,,,,
福州,2026-02-07 11:00:00,11.6,209.0,66.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 11:00:00,14.9,507.0,55.0,70.0,0.0,未知,,,,,,
宁德,2026-02-07 11:00:00,10.9,160.0,80.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 11:00:00,14.5,263.0,71.0,100.0,0.3,未知,,,,,,
宁德,2026-02-07 12:00:00,11.3,199.0,77.0,100.0,0.0,未知,,,,,,
福州,2026-02-07 12:00:00,12.0,241.0,64.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 12:00:00,15.2,564.0,54.0,90.0,0.0,未知,,,,,,
泉州,2026-02-07 12:00:00,14.9,328.0,67.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 13:00:00,12.2,285.0,74.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 13:00:00,15.3,404.0,63.0,99.0,0.0,未知,,,,,,
福州,2026-02-07 13:00:00,12.2,298.0,62.0,88.0,0.0,未知,,,,,,
莆田,2026-02-07 13:00:00,15.1,524.0,54.0,80.0,0.0,未知,,,,,,
莆田,2026-02-07 14:00:00,15.2,540.0,53.0,48.0,0.0,未知,,,,,,
宁德,2026-02-07 14:00:00,12.2,471.0,73.0,86.0,0.0,未知,,,,,,
福州,2026-02-07 14:00:00,12.1,291.0,62.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 14:00:00,15.3,409.0,61.0,98.0,0.0,未知,,,,,,
福州,2026-02-07 15:00:00,11.9,213.0,63.0,99.0,0.0,未知,,,,,,
莆田,2026-02-07 15:00:00,14.6,546.0,54.0,67.0,0.0,未知,,,,,,
宁德,2026-02-07 15:00:00,12.4,363.0,67.0,43.0,0.0,未知,,,,,,
泉州,2026-02-07 15:00:00,15.6,414.0,58.0,83.0,0.0,未知,,,,,,
宁德,2026-02-07 16:00:00,10.6,333.0,72.0,27.0,0.0,未知,,,,,,
福州,2026-02-07 16:00:00,11.6,149.0,63.0,74.0,0.0,未知,,,,,,
泉州,2026-02-07 16:00:00,15.6,280.0,55.0,47.0,0.0,未知,,,,,,
莆田,2026-02-07 16:00:00,13.6,328.0,57.0,87.0,0.0,未知,,,,,,
莆田,2026-02-07 17:00:00,12.2,160.0,62.0,83.0,0.0,未知,,,,,,
宁德,2026-02-07 17:00:00,10.2,178.0,73.0,38.0,0.0,未知,,,,,,
福州,2026-02-07 17:00:00,10.7,85.0,66.0,85.0,0.0,未知,,,,,,
泉州,2026-02-07 17:00:00,15.4,135.0,53.0,97.0,0.0,未知,,,,,,
宁德,2026-02-07 18:00:00,9.7,28.0,75.0,56.0,0.0,未知,,,,,,
福州,2026-02-07 18:00:00,9.6,21.0,69.0,52.0,0.0,未知,,,,,,
莆田,2026-02-07 18:00:00,11.0,29.0,67.0,91.0,0.0,未知,,,,,,
泉州,2026-02-07 18:00:00,13.7,19.0,61.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 19:00:00,9.6,0.0,74.0,87.0,0.0,未知,,,,,,
莆田,2026-02-07 19:00:00,10.6,0.0,67.0,100.0,0.0,未知,,,,,,
福州,2026-02-07 19:00:00,9.2,0.0,71.0,79.0,0.0,未知,,,,,,
泉州,2026-02-07 19:00:00,11.7,0.0,75.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 20:00:00,9.4,0.0,87.0,22.0,0.0,未知,,,,,,
宁德,2026-02-07 20:00:00,9.4,0.0,76.0,98.0,0.0,未知,,,,,,
福州,2026-02-07 20:00:00,9.1,0.0,72.0,70.0,0.0,未知,,,,,,
莆田,2026-02-07 20:00:00,10.0,0.0,68.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 21:00:00,9.3,0.0,75.0,100.0,0.0,未知,,,,,,
福州,2026-02-07 21:00:00,9.1,0.0,71.0,98.0,0.0,未知,,,,,,
莆田,2026-02-07 21:00:00,9.9,0.0,68.0,36.0,0.0,未知,,,,,,
泉州,2026-02-07 21:00:00,8.5,0.0,90.0,16.0,0.0,未知,,,,,,
莆田,2026-02-07 22:00:00,9.9,0.0,68.0,43.0,0.0,未知,,,,,,
宁德,2026-02-07 22:00:00,9.3,0.0,73.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 22:00:00,7.6,0.0,94.0,52.0,0.0,未知,,,,,,
福州,2026-02-07 22:00:00,9.2,0.0,70.0,100.0,0.0,未知,,,,,,
宁德,2026-02-07 23:00:00,9.4,0.0,69.0,100.0,0.0,未知,,,,,,
莆田,2026-02-07 23:00:00,9.7,0.0,68.0,51.0,0.0,未知,,,,,,
福州,2026-02-07 23:00:00,9.2,0.0,68.0,100.0,0.0,未知,,,,,,
泉州,2026-02-07 23:00:00,7.9,0.0,91.0,66.0,0.0,未知,,,,,,
泉州,2026-02-08 00:00:00,8.1,0.0,83.0,97.0,0.0,未知,,,,,,
宁德,2026-02-08 00:00:00,9.1,0.0,68.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 00:00:00,9.8,0.0,67.0,99.0,0.0,未知,,,,,,
福州,2026-02-08 00:00:00,9.1,0.0,67.0,100.0,0.0,未知,,,,,,
泉州,2026-02-08 01:00:00,7.9,0.0,79.0,98.0,0.0,未知,,,,,,
宁德,2026-02-08 01:00:00,8.7,0.0,68.0,100.0,0.0,未知,,,,,,
福州,2026-02-08 01:00:00,8.8,0.0,64.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 01:00:00,9.7,0.0,66.0,100.0,0.0,未知,,,,,,
泉州,2026-02-08 02:00:00,8.1,0.0,83.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 02:00:00,9.7,0.0,64.0,96.0,0.0,未知,,,,,,
福州,2026-02-08 02:00:00,8.4,0.0,61.0,100.0,0.0,未知,,,,,,
宁德,2026-02-08 02:00:00,8.3,0.0,69.0,100.0,0.0,未知,,,,,,
宁德,2026-02-08 03:00:00,8.0,0.0,71.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 03:00:00,9.5,0.0,63.0,98.0,0.0,未知,,,,,,
福州,2026-02-08 03:00:00,7.8,0.0,60.0,100.0,0.0,未知,,,,,,
泉州,2026-02-08 03:00:00,8.5,0.0,76.0,100.0,0.1,未知,,,,,,
宁德,2026-02-08 04:00:00,7.5,0.0,72.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 04:00:00,9.1,0.0,60.0,83.0,0.0,未知,,,,,,
福州,2026-02-08 04:00:00,7.7,0.0,61.0,92.0,0.0,未知,,,,,,
泉州,2026-02-08 04:00:00,8.0,0.0,75.0,100.0,0.0,未知,,,,,,
福州,2026-02-08 05:00:00,7.2,0.0,63.0,59.0,0.0,未知,,,,,,
宁德,2026-02-08 05:00:00,7.1,0.0,73.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 05:00:00,8.6,0.0,61.0,26.0,0.0,未知,,,,,,
泉州,2026-02-08 05:00:00,7.8,0.0,73.0,100.0,0.0,未知,,,,,,
福州,2026-02-08 06:00:00,6.8,0.0,67.0,99.0,0.0,未知,,,,,,
宁德,2026-02-08 06:00:00,7.3,0.0,73.0,90.0,0.0,未知,,,,,,
泉州,2026-02-08 06:00:00,7.8,0.0,72.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 06:00:00,8.4,0.0,64.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 07:00:00,8.4,1.0,63.0,27.0,0.0,未知,,,,,,
福州,2026-02-08 07:00:00,6.7,1.0,67.0,100.0,0.0,未知,,,,,,
宁德,2026-02-08 07:00:00,7.3,1.0,71.0,62.0,0.0,未知,,,,,,
泉州,2026-02-08 07:00:00,7.6,1.0,72.0,96.0,0.0,未知,,,,,,
宁德,2026-02-08 08:00:00,8.0,76.0,66.0,51.0,0.0,未知,,,,,,
泉州,2026-02-08 08:00:00,8.2,64.0,69.0,100.0,0.0,未知,,,,,,
莆田,2026-02-08 08:00:00,8.6,87.0,59.0,18.0,0.0,未知,,,,,,
福州,2026-02-08 08:00:00,7.3,34.0,63.0,98.0,0.0,未知,,,,,,
泉州,2026-02-08 09:00:00,9.0,188.0,58.0,45.0,0.0,未知,,,,,,
福州,2026-02-08 09:00:00,8.0,162.0,58.0,100.0,0.0,未知,,,,,,
宁德,2026-02-08 09:00:00,8.6,228.0,58.0,40.0,0.0,未知,,,,,,
莆田,2026-02-08 09:00:00,9.8,282.0,54.0,20.0,0.0,未知,,,,,,
泉州,2026-02-08 10:00:00,9.8,337.0,49.0,23.0,0.0,未知,,,,,,
福州,2026-02-08 10:00:00,8.7,239.0,54.0,75.0,0.0,未知,,,,,,
