所在市_norm,datetime,temperature,shortwave_radiation,humidity,cloud,rainfall,weather,wind_speed,pressure,visibility,dew_point,air_quality,wind_direction
宁德,2026-01-01 00:00:00,12.8,0.0,66.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 00:00:00,13.5,0.0,63.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 00:00:00,12.2,0.0,64.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 00:00:00,11.0,0.0,71.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 01:00:00,10.8,0.0,72.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 01:00:00,12.1,0.0,62.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 01:00:00,12.6,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 01:00:00,13.2,0.0,61.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 02:00:00,10.7,0.0,74.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 02:00:00,11.9,0.0,61.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 02:00:00,12.3,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 02:00:00,13.0,0.0,61.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 03:00:00,11.9,0.0,59.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 03:00:00,12.1,0.0,66.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 03:00:00,10.8,0.0,74.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 03:00:00,12.9,0.0,59.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 04:00:00,10.5,0.0,75.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 04:00:00,11.8,0.0,60.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 04:00:00,12.9,0.0,58.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 04:00:00,11.7,0.0,69.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 05:00:00,12.8,0.0,58.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 05:00:00,11.6,0.0,69.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 05:00:00,10.4,0.0,75.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 05:00:00,11.6,0.0,62.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 06:00:00,11.3,0.0,73.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 06:00:00,10.1,0.0,76.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 06:00:00,12.7,0.0,58.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 06:00:00,11.4,0.0,63.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 07:00:00,10.7,0.0,84.0,85.0,0.4,未知,,,,,,
莆田,2026-01-01 07:00:00,12.5,0.0,60.0,96.0,0.0,未知,,,,,,
泉州,2026-01-01 07:00:00,9.7,0.0,78.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 07:00:00,11.2,0.0,65.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 08:00:00,11.5,36.0,72.0,100.0,0.1,未知,,,,,,
泉州,2026-01-01 08:00:00,10.8,53.0,78.0,81.0,0.0,未知,,,,,,
福州,2026-01-01 08:00:00,11.5,36.0,68.0,77.0,0.0,未知,,,,,,
莆田,2026-01-01 08:00:00,13.1,29.0,60.0,75.0,0.0,未知,,,,,,
莆田,2026-01-01 09:00:00,13.7,146.0,59.0,91.0,0.0,未知,,,,,,
宁德,2026-01-01 09:00:00,12.1,96.0,69.0,70.0,0.0,未知,,,,,,
福州,2026-01-01 09:00:00,12.3,167.0,65.0,34.0,0.0,未知,,,,,,
泉州,2026-01-01 09:00:00,12.4,212.0,70.0,31.0,0.0,未知,,,,,,
宁德,2026-01-01 10:00:00,13.2,287.0,64.0,80.0,0.0,未知,,,,,,
福州,2026-01-01 10:00:00,13.6,350.0,60.0,70.0,0.0,未知,,,,,,
莆田,2026-01-01 10:00:00,14.4,249.0,58.0,53.0,0.0,未知,,,,,,
泉州,2026-01-01 10:00:00,14.4,424.0,62.0,96.0,0.0,未知,,,,,,
宁德,2026-01-01 11:00:00,13.6,290.0,64.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 11:00:00,15.6,428.0,55.0,64.0,0.0,未知,,,,,,
泉州,2026-01-01 11:00:00,15.3,389.0,58.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 11:00:00,14.3,352.0,58.0,68.0,0.0,未知,,,,,,
宁德,2026-01-01 12:00:00,13.5,218.0,64.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 12:00:00,15.7,290.0,57.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 12:00:00,16.0,475.0,55.0,55.0,0.0,未知,,,,,,
福州,2026-01-01 12:00:00,15.2,416.0,54.0,70.0,0.0,未知,,,,,,
宁德,2026-01-01 13:00:00,13.3,134.0,63.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 13:00:00,16.9,564.0,52.0,38.0,0.0,未知,,,,,,
福州,2026-01-01 13:00:00,15.7,436.0,52.0,91.0,0.0,未知,,,,,,
泉州,2026-01-01 13:00:00,14.7,150.0,59.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 14:00:00,14.8,345.0,56.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 14:00:00,13.2,109.0,75.0,100.0,0.4,未知,,,,,,
莆田,2026-01-01 14:00:00,16.4,540.0,53.0,38.0,0.0,未知,,,,,,
宁德,2026-01-01 14:00:00,12.7,89.0,68.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 15:00:00,13.3,96.0,67.0,100.0,0.1,未知,,,,,,
宁德,2026-01-01 15:00:00,12.7,98.0,68.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 15:00:00,14.2,95.0,58.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 15:00:00,16.5,382.0,52.0,30.0,0.0,未知,,,,,,
莆田,2026-01-01 16:00:00,15.5,263.0,54.0,38.0,0.0,未知,,,,,,
泉州,2026-01-01 16:00:00,12.8,67.0,69.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 16:00:00,13.8,60.0,59.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 16:00:00,12.7,54.0,67.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 17:00:00,12.6,23.0,68.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 17:00:00,11.8,35.0,73.0,99.0,0.0,未知,,,,,,
福州,2026-01-01 17:00:00,13.0,30.0,62.0,99.0,0.0,未知,,,,,,
莆田,2026-01-01 17:00:00,13.9,105.0,59.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 18:00:00,12.4,1.0,70.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 18:00:00,12.8,4.0,65.0,77.0,0.0,未知,,,,,,
泉州,2026-01-01 18:00:00,11.0,4.0,76.0,40.0,0.0,未知,,,,,,
福州,2026-01-01 18:00:00,12.1,2.0,66.0,94.0,0.0,未知,,,,,,
宁德,2026-01-01 19:00:00,12.1,0.0,70.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 19:00:00,11.4,0.0,67.0,88.0,0.0,未知,,,,,,
泉州,2026-01-01 19:00:00,10.3,0.0,78.0,89.0,0.0,未知,,,,,,
莆田,2026-01-01 19:00:00,11.9,0.0,70.0,22.0,0.0,未知,,,,,,
福州,2026-01-01 20:00:00,11.4,0.0,67.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 20:00:00,10.3,0.0,78.0,41.0,0.0,未知,,,,,,
莆田,2026-01-01 20:00:00,11.6,0.0,73.0,38.0,0.0,未知,,,,,,
宁德,2026-01-01 20:00:00,12.0,0.0,67.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 21:00:00,11.2,0.0,68.0,100.0,0.0,未知,,,,,,
宁德,2026-01-01 21:00:00,11.8,0.0,67.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 21:00:00,10.1,0.0,76.0,59.0,0.0,未知,,,,,,
莆田,2026-01-01 21:00:00,11.3,0.0,73.0,97.0,0.0,未知,,,,,,
宁德,2026-01-01 22:00:00,11.6,0.0,69.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 22:00:00,10.0,0.0,74.0,34.0,0.0,未知,,,,,,
莆田,2026-01-01 22:00:00,11.4,0.0,71.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 22:00:00,11.1,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-01 23:00:00,11.6,0.0,70.0,100.0,0.0,未知,,,,,,
福州,2026-01-01 23:00:00,10.9,0.0,66.0,100.0,0.0,未知,,,,,,
泉州,2026-01-01 23:00:00,9.8,0.0,73.0,47.0,0.0,未知,,,,,,
宁德,2026-01-01 23:00:00,11.5,0.0,72.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 00:00:00,9.4,0.0,73.0,90.0,0.0,未知,,,,,,
莆田,2026-01-02 00:00:00,11.5,0.0,68.0,100.0,0.0,未知,,,,,,
宁德,2026-01-02 00:00:00,11.1,0.0,68.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 00:00:00,10.5,0.0,67.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 01:00:00,8.6,0.0,75.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 01:00:00,10.3,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-02 01:00:00,11.1,0.0,67.0,96.0,0.0,未知,,,,,,
宁德,2026-01-02 01:00:00,10.6,0.0,66.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 02:00:00,10.5,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-02 02:00:00,10.9,0.0,68.0,42.0,0.0,未知,,,,,,
泉州,2026-01-02 02:00:00,8.4,0.0,74.0,89.0,0.0,未知,,,,,,
宁德,2026-01-02 02:00:00,10.4,0.0,66.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 03:00:00,10.1,0.0,67.0,100.0,0.0,未知,,,,,,
莆田,2026-01-02 03:00:00,10.6,0.0,68.0,67.0,0.0,未知,,,,,,
宁德,2026-01-02 03:00:00,9.8,0.0,65.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 03:00:00,7.9,0.0,73.0,58.0,0.0,未知,,,,,,
莆田,2026-01-02 04:00:00,10.4,0.0,68.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 04:00:00,9.9,0.0,67.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 04:00:00,7.1,0.0,71.0,45.0,0.0,未知,,,,,,
宁德,2026-01-02 04:00:00,9.4,0.0,64.0,96.0,0.0,未知,,,,,,
福州,2026-01-02 05:00:00,10.0,0.0,67.0,100.0,0.0,未知,,,,,,
宁德,2026-01-02 05:00:00,9.1,0.0,64.0,41.0,0.0,未知,,,,,,
泉州,2026-01-02 05:00:00,6.4,0.0,70.0,45.0,0.0,未知,,,,,,
莆田,2026-01-02 05:00:00,10.5,0.0,66.0,100.0,0.0,未知,,,,,,
莆田,2026-01-02 06:00:00,10.4,0.0,65.0,100.0,0.0,未知,,,,,,
宁德,2026-01-02 06:00:00,8.3,0.0,67.0,5.0,0.0,未知,,,,,,
泉州,2026-01-02 06:00:00,6.0,0.0,70.0,35.0,0.0,未知,,,,,,
福州,2026-01-02 06:00:00,9.9,0.0,63.0,100.0,0.0,未知,,,,,,
莆田,2026-01-02 07:00:00,10.5,0.0,65.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 07:00:00,5.4,0.0,72.0,26.0,0.0,未知,,,,,,
福州,2026-01-02 07:00:00,9.6,0.0,58.0,100.0,0.0,未知,,,,,,
宁德,2026-01-02 07:00:00,7.2,0.0,71.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 08:00:00,11.0,39.0,62.0,70.0,0.0,未知,,,,,,
泉州,2026-01-02 08:00:00,6.2,64.0,69.0,22.0,0.0,未知,,,,,,
福州,2026-01-02 08:00:00,9.8,32.0,56.0,33.0,0.0,未知,,,,,,
宁德,2026-01-02 08:00:00,8.0,76.0,68.0,1.0,0.0,未知,,,,,,
莆田,2026-01-02 09:00:00,12.1,190.0,57.0,100.0,0.0,未知,,,,,,
宁德,2026-01-02 09:00:00,9.2,256.0,58.0,2.0,0.0,未知,,,,,,
泉州,2026-01-02 09:00:00,7.3,220.0,64.0,39.0,0.0,未知,,,,,,
福州,2026-01-02 09:00:00,10.1,156.0,54.0,21.0,0.0,未知,,,,,,
宁德,2026-01-02 10:00:00,10.5,436.0,51.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 10:00:00,11.2,325.0,51.0,20.0,0.0,未知,,,,,,
泉州,2026-01-02 10:00:00,9.0,425.0,56.0,7.0,0.0,未知,,,,,,
莆田,2026-01-02 10:00:00,13.0,293.0,52.0,82.0,0.0,未知,,,,,,
宁德,2026-01-02 11:00:00,11.8,575.0,45.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 11:00:00,10.3,586.0,51.0,7.0,0.0,未知,,,,,,
莆田,2026-01-02 11:00:00,13.6,384.0,49.0,91.0,0.0,未知,,,,,,
福州,2026-01-02 11:00:00,12.3,402.0,45.0,27.0,0.0,未知,,,,,,
莆田,2026-01-02 12:00:00,13.9,338.0,48.0,100.0,0.0,未知,,,,,,
泉州,2026-01-02 12:00:00,11.3,686.0,46.0,2.0,0.0,未知,,,,,,
宁德,2026-01-02 12:00:00,12.8,651.0,40.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 12:00:00,13.1,523.0,39.0,23.0,0.0,未知,,,,,,
福州,2026-01-02 13:00:00,13.8,592.0,36.0,12.0,0.0,未知,,,,,,
泉州,2026-01-02 13:00:00,11.9,701.0,43.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 13:00:00,13.7,658.0,37.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 13:00:00,15.2,516.0,41.0,82.0,0.0,未知,,,,,,
莆田,2026-01-02 14:00:00,13.9,508.0,45.0,98.0,0.0,未知,,,,,,
泉州,2026-01-02 14:00:00,12.0,646.0,44.0,1.0,0.0,未知,,,,,,
福州,2026-01-02 14:00:00,13.7,590.0,37.0,38.0,0.0,未知,,,,,,
宁德,2026-01-02 14:00:00,13.3,596.0,41.0,1.0,0.0,未知,,,,,,
莆田,2026-01-02 15:00:00,13.4,332.0,43.0,100.0,0.0,未知,,,,,,
福州,2026-01-02 15:00:00,13.8,361.0,36.0,14.0,0.0,未知,,,,,,
宁德,2026-01-02 15:00:00,13.7,470.0,39.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 15:00:00,11.9,523.0,43.0,2.0,0.0,未知,,,,,,
福州,2026-01-02 16:00:00,12.1,279.0,43.0,10.0,0.0,未知,,,,,,
宁德,2026-01-02 16:00:00,12.6,298.0,45.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 16:00:00,12.3,196.0,44.0,62.0,0.0,未知,,,,,,
泉州,2026-01-02 16:00:00,10.9,348.0,43.0,1.0,0.0,未知,,,,,,
莆田,2026-01-02 17:00:00,10.2,98.0,55.0,9.0,0.0,未知,,,,,,
福州,2026-01-02 17:00:00,10.4,112.0,52.0,1.0,0.0,未知,,,,,,
泉州,2026-01-02 17:00:00,9.5,146.0,46.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 17:00:00,9.8,110.0,60.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 18:00:00,9.2,5.0,61.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 18:00:00,9.6,6.0,58.0,1.0,0.0,未知,,,,,,
泉州,2026-01-02 18:00:00,7.5,9.0,51.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 18:00:00,8.6,4.0,67.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 19:00:00,8.6,0.0,62.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 19:00:00,9.2,0.0,60.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 19:00:00,6.3,0.0,55.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 19:00:00,7.8,0.0,70.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 20:00:00,8.5,0.0,71.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 20:00:00,8.9,0.0,67.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 20:00:00,4.8,0.0,67.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 20:00:00,8.6,0.0,70.0,2.0,0.0,未知,,,,,,
宁德,2026-01-02 21:00:00,7.1,0.0,80.0,2.0,0.0,未知,,,,,,
福州,2026-01-02 21:00:00,8.1,0.0,80.0,0.0,0.0,未知,,,,,,
莆田,2026-01-02 21:00:00,8.8,0.0,66.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 21:00:00,3.9,0.0,73.0,1.0,0.0,未知,,,,,,
宁德,2026-01-02 22:00:00,6.0,0.0,84.0,14.0,0.0,未知,,,,,,
莆田,2026-01-02 22:00:00,8.6,0.0,65.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 22:00:00,3.2,0.0,76.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 22:00:00,7.8,0.0,81.0,0.0,0.0,未知,,,,,,
宁德,2026-01-02 23:00:00,6.0,0.0,73.0,30.0,0.0,未知,,,,,,
莆田,2026-01-02 23:00:00,8.4,0.0,64.0,0.0,0.0,未知,,,,,,
福州,2026-01-02 23:00:00,7.7,0.0,58.0,0.0,0.0,未知,,,,,,
泉州,2026-01-02 23:00:00,2.6,0.0,79.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 00:00:00,2.0,0.0,83.0,1.0,0.0,未知,,,,,,
宁德,2026-01-03 00:00:00,6.1,0.0,69.0,16.0,0.0,未知,,,,,,
福州,2026-01-03 00:00:00,7.3,0.0,51.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 00:00:00,8.1,0.0,61.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 01:00:00,5.6,0.0,67.0,2.0,0.0,未知,,,,,,
福州,2026-01-03 01:00:00,6.7,0.0,55.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 01:00:00,1.5,0.0,85.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 01:00:00,7.9,0.0,57.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 02:00:00,7.7,0.0,54.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 02:00:00,1.2,0.0,87.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 02:00:00,6.2,0.0,58.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 02:00:00,5.0,0.0,69.0,16.0,0.0,未知,,,,,,
莆田,2026-01-03 03:00:00,7.4,0.0,53.0,5.0,0.0,未知,,,,,,
泉州,2026-01-03 03:00:00,0.6,0.0,88.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 03:00:00,5.6,0.0,63.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 03:00:00,4.4,0.0,73.0,27.0,0.0,未知,,,,,,
莆田,2026-01-03 04:00:00,6.9,0.0,55.0,33.0,0.0,未知,,,,,,
福州,2026-01-03 04:00:00,5.0,0.0,70.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 04:00:00,0.1,0.0,90.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 04:00:00,4.4,0.0,72.0,37.0,0.0,未知,,,,,,
泉州,2026-01-03 05:00:00,-0.3,0.0,92.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 05:00:00,4.4,0.0,77.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 05:00:00,6.6,0.0,57.0,5.0,0.0,未知,,,,,,
宁德,2026-01-03 05:00:00,4.2,0.0,75.0,50.0,0.0,未知,,,,,,
莆田,2026-01-03 06:00:00,6.4,0.0,59.0,4.0,0.0,未知,,,,,,
宁德,2026-01-03 06:00:00,4.1,0.0,76.0,63.0,0.0,未知,,,,,,
福州,2026-01-03 06:00:00,4.0,0.0,79.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 06:00:00,-0.6,0.0,92.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 07:00:00,-0.9,0.0,93.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 07:00:00,3.8,0.0,79.0,64.0,0.0,未知,,,,,,
莆田,2026-01-03 07:00:00,6.0,0.0,61.0,5.0,0.0,未知,,,,,,
福州,2026-01-03 07:00:00,3.7,0.0,80.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 08:00:00,7.3,80.0,58.0,6.0,0.0,未知,,,,,,
宁德,2026-01-03 08:00:00,5.2,72.0,85.0,34.0,0.0,未知,,,,,,
福州,2026-01-03 08:00:00,5.2,81.0,65.0,1.0,0.0,未知,,,,,,
泉州,2026-01-03 08:00:00,2.2,83.0,84.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 09:00:00,5.6,284.0,63.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 09:00:00,6.5,247.0,64.0,9.0,0.0,未知,,,,,,
莆田,2026-01-03 09:00:00,8.6,260.0,53.0,19.0,0.0,未知,,,,,,
福州,2026-01-03 09:00:00,6.8,262.0,50.0,3.0,0.0,未知,,,,,,
宁德,2026-01-03 10:00:00,7.7,438.0,52.0,2.0,0.0,未知,,,,,,
莆田,2026-01-03 10:00:00,10.0,418.0,48.0,10.0,0.0,未知,,,,,,
泉州,2026-01-03 10:00:00,7.7,473.0,50.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 10:00:00,8.1,432.0,46.0,4.0,0.0,未知,,,,,,
莆田,2026-01-03 11:00:00,11.1,563.0,43.0,12.0,0.0,未知,,,,,,
宁德,2026-01-03 11:00:00,8.6,581.0,46.0,1.0,0.0,未知,,,,,,
泉州,2026-01-03 11:00:00,9.5,615.0,45.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 11:00:00,9.2,569.0,44.0,9.0,0.0,未知,,,,,,
莆田,2026-01-03 12:00:00,11.9,643.0,41.0,11.0,0.0,未知,,,,,,
福州,2026-01-03 12:00:00,9.9,631.0,43.0,7.0,0.0,未知,,,,,,
泉州,2026-01-03 12:00:00,11.1,696.0,41.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 12:00:00,9.2,660.0,42.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 13:00:00,12.2,706.0,38.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 13:00:00,10.3,637.0,43.0,1.0,0.0,未知,,,,,,
宁德,2026-01-03 13:00:00,9.8,667.0,41.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 13:00:00,12.2,650.0,40.0,21.0,0.0,未知,,,,,,
泉州,2026-01-03 14:00:00,12.4,646.0,41.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 14:00:00,12.6,593.0,40.0,20.0,0.0,未知,,,,,,
福州,2026-01-03 14:00:00,10.6,586.0,44.0,2.0,0.0,未知,,,,,,
宁德,2026-01-03 14:00:00,10.1,604.0,42.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 15:00:00,9.9,479.0,45.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 15:00:00,13.1,521.0,41.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 15:00:00,10.2,470.0,47.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 15:00:00,12.4,476.0,41.0,5.0,0.0,未知,,,,,,
莆田,2026-01-03 16:00:00,11.4,305.0,46.0,5.0,0.0,未知,,,,,,
福州,2026-01-03 16:00:00,9.4,307.0,50.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 16:00:00,12.3,346.0,42.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 16:00:00,9.0,304.0,52.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 17:00:00,7.8,113.0,59.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 17:00:00,8.4,119.0,55.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 17:00:00,9.9,147.0,52.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 17:00:00,10.1,123.0,52.0,2.0,0.0,未知,,,,,,
莆田,2026-01-03 18:00:00,9.1,7.0,58.0,17.0,0.0,未知,,,,,,
泉州,2026-01-03 18:00:00,6.6,10.0,63.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 18:00:00,7.5,5.0,61.0,1.0,0.0,未知,,,,,,
宁德,2026-01-03 18:00:00,6.8,4.0,64.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 19:00:00,6.4,0.0,65.0,0.0,0.0,未知,,,,,,
泉州,2026-01-03 19:00:00,5.8,0.0,67.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 19:00:00,8.7,0.0,60.0,17.0,0.0,未知,,,,,,
福州,2026-01-03 19:00:00,7.0,0.0,65.0,7.0,0.0,未知,,,,,,
福州,2026-01-03 20:00:00,6.9,0.0,75.0,11.0,0.0,未知,,,,,,
莆田,2026-01-03 20:00:00,9.6,0.0,59.0,85.0,0.0,未知,,,,,,
泉州,2026-01-03 20:00:00,5.6,0.0,72.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 20:00:00,6.7,0.0,66.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 21:00:00,9.4,0.0,60.0,4.0,0.0,未知,,,,,,
泉州,2026-01-03 21:00:00,4.6,0.0,77.0,0.0,0.0,未知,,,,,,
宁德,2026-01-03 21:00:00,6.2,0.0,67.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 21:00:00,6.6,0.0,74.0,41.0,0.0,未知,,,,,,
泉州,2026-01-03 22:00:00,3.6,0.0,81.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 22:00:00,6.2,0.0,72.0,11.0,0.0,未知,,,,,,
宁德,2026-01-03 22:00:00,5.3,0.0,74.0,0.0,0.0,未知,,,,,,
莆田,2026-01-03 22:00:00,8.2,0.0,65.0,9.0,0.0,未知,,,,,,
泉州,2026-01-03 23:00:00,2.6,0.0,84.0,0.0,0.0,未知,,,,,,
福州,2026-01-03 23:00:00,5.9,0.0,73.0,13.0,0.0,未知,,,,,,
宁德,2026-01-03 23:00:00,5.5,0.0,73.0,5.0,0.0,未知,,,,,,
莆田,2026-01-03 23:00:00,8.0,0.0,67.0,9.0,0.0,未知,,,,,,
莆田,2026-01-04 00:00:00,7.8,0.0,67.0,7.0,0.0,未知,,,,,,
福州,2026-01-04 00:00:00,5.8,0.0,73.0,21.0,0.0,未知,,,,,,
宁德,2026-01-04 00:00:00,5.1,0.0,72.0,30.0,0.0,未知,,,,,,
泉州,2026-01-04 00:00:00,2.3,0.0,86.0,0.0,0.0,未知,,,,,,
泉州,2026-01-04 01:00:00,1.7,0.0,88.0,0.0,0.0,未知,,,,,,
莆田,2026-01-04 01:00:00,7.5,0.0,69.0,5.0,0.0,未知,,,,,,
福州,2026-01-04 01:00:00,5.4,0.0,74.0,33.0,0.0,未知,,,,,,
宁德,2026-01-04 01:00:00,5.1,0.0,71.0,44.0,0.0,未知,,,,,,
宁德,2026-01-04 02:00:00,5.3,0.0,67.0,5.0,0.0,未知,,,,,,
福州,2026-01-04 02:00:00,5.4,0.0,73.0,2.0,0.0,未知,,,,,,
莆田,2026-01-04 02:00:00,7.1,0.0,68.0,1.0,0.0,未知,,,,,,
泉州,2026-01-04 02:00:00,0.9,0.0,91.0,0.0,0.0,未知,,,,,,
泉州,2026-01-04 03:00:00,1.3,0.0,82.0,0.0,0.0,未知,,,,,,
宁德,2026-01-04 03:00:00,5.2,0.0,68.0,9.0,0.0,未知,,,,,,
莆田,2026-01-04 03:00:00,7.4,0.0,67.0,1.0,0.0,未知,,,,,,
福州,2026-01-04 03:00:00,5.7,0.0,73.0,5.0,0.0,未知,,,,,,
