region,datetime,weather,temperature,rainfall,wind_direction,wind_level,wind_speed,wind_angle,pressure,humidity,air_quality,visibility,cloud,dew_point,shortwave_radiation,所在市_norm,所在区_norm
福建/泉州/鲤城,2026-01-09 20:00:00,晴,4.4,0.0,未知,2,8,0,1000,60,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-09 20:00:00,晴,10.4,0.0,未知,2,8,0,1000,58,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-09 20:00:00,晴,8.6,0.0,未知,2,8,0,1000,68,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-09 20:00:00,晴,8.9,0.0,未知,2,8,0,1000,70,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-09 21:00:00,晴,9.5,0.0,未知,2,8,0,1000,58,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-09 21:00:00,晴,3.5,0.0,未知,2,8,0,1000,69,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-09 21:00:00,晴,8.2,0.0,未知,2,8,0,1000,70,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-09 21:00:00,晴,8.1,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-09 22:00:00,晴,8.6,0.0,未知,2,8,0,1000,57,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-09 22:00:00,晴,2.3,0.0,未知,2,8,0,1000,77,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-09 22:00:00,晴,7.5,0.0,未知,2,8,0,1000,72,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-09 22:00:00,晴,7.5,0.0,未知,2,8,0,1000,82,50,10,0,,0.0,福州,鼓楼
福建/福州/鼓楼,2026-01-09 23:00:00,晴,6.9,0.0,未知,2,8,0,1000,84,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-09 23:00:00,晴,7.6,0.0,未知,2,8,0,1000,60,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-09 23:00:00,晴,1.4,0.0,未知,2,8,0,1000,83,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-09 23:00:00,晴,6.3,0.0,未知,2,8,0,1000,78,50,10,0,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-10 00:00:00,晴,6.7,0.0,未知,2,8,0,1000,67,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 00:00:00,晴,0.9,0.0,未知,2,8,0,1000,86,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 00:00:00,晴,5.8,0.0,未知,2,8,0,1000,78,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 00:00:00,晴,6.2,0.0,未知,2,8,0,1000,87,50,10,0,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 01:00:00,晴,0.3,0.0,未知,2,8,0,1000,87,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 01:00:00,晴,5.0,0.0,未知,2,8,0,1000,78,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 01:00:00,晴,5.9,0.0,未知,2,8,0,1000,86,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 01:00:00,晴,5.9,0.0,未知,2,8,0,1000,72,50,10,2,,0.0,莆田,城厢
福建/福州/鼓楼,2026-01-10 02:00:00,晴,5.9,0.0,未知,2,8,0,1000,83,50,10,2,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 02:00:00,晴,5.2,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 02:00:00,晴,0.0,0.0,未知,2,8,0,1000,86,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 02:00:00,晴,4.3,0.0,未知,2,8,0,1000,81,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 03:00:00,晴,-0.8,0.0,未知,2,8,0,1000,87,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 03:00:00,晴,4.9,0.0,未知,2,8,0,1000,75,50,10,19,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 03:00:00,晴,4.1,0.0,未知,2,8,0,1000,80,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 03:00:00,晴,5.9,0.0,未知,2,8,0,1000,79,50,10,4,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 04:00:00,晴,-1.1,0.0,未知,2,8,0,1000,84,50,10,13,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 04:00:00,晴,4.4,0.0,未知,2,8,0,1000,74,50,10,0,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-10 04:00:00,多云,4.3,0.0,未知,2,8,0,1000,78,50,10,52,,0.0,莆田,城厢
福建/福州/鼓楼,2026-01-10 04:00:00,晴,5.3,0.0,未知,2,8,0,1000,81,50,10,2,,0.0,福州,鼓楼
福建/福州/鼓楼,2026-01-10 05:00:00,晴,4.8,0.0,未知,2,8,0,1000,85,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-10 05:00:00,晴,4.5,0.0,未知,2,8,0,1000,68,50,10,1,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 05:00:00,晴,-0.9,0.0,未知,2,8,0,1000,79,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 05:00:00,晴,3.8,0.0,未知,2,8,0,1000,82,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 06:00:00,晴,-0.3,0.0,未知,2,8,0,1000,73,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 06:00:00,晴,3.3,0.0,未知,2,8,0,1000,85,50,10,0,,0.0,莆田,城厢
福建/福州/鼓楼,2026-01-10 06:00:00,晴,4.4,0.0,未知,2,8,0,1000,85,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-10 06:00:00,晴,4.8,0.0,未知,2,8,0,1000,64,50,10,1,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-10 07:00:00,晴,3.0,0.0,未知,2,8,0,1000,87,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 07:00:00,晴,4.8,0.0,未知,2,8,0,1000,60,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 07:00:00,晴,4.2,0.0,未知,2,8,0,1000,84,50,10,0,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 07:00:00,晴,0.2,0.0,未知,2,8,0,1000,69,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 08:00:00,晴,2.9,0.0,未知,2,8,0,1000,84,50,10,1,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 08:00:00,晴,5.1,0.0,未知,2,8,0,1000,55,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 08:00:00,晴,4.1,0.0,未知,2,8,0,1000,82,50,10,0,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 08:00:00,晴,0.2,0.0,未知,2,8,0,1000,69,50,10,0,,0.0,泉州,鲤城
福建/泉州/鲤城,2026-01-10 09:00:00,晴,3.1,0.0,未知,2,8,0,1000,68,50,10,0,,83.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 09:00:00,晴,6.8,0.0,未知,2,8,0,1000,62,50,10,1,,80.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 09:00:00,晴,4.6,0.0,未知,2,8,0,1000,92,50,10,4,,78.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 09:00:00,晴,5.9,0.0,未知,2,8,0,1000,64,50,10,0,,76.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 10:00:00,晴,8.4,0.0,未知,2,8,0,1000,56,50,10,0,,286.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 10:00:00,晴,10.2,0.0,未知,2,8,0,1000,46,50,10,0,,272.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 10:00:00,晴,7.3,0.0,未知,2,8,0,1000,71,50,10,0,,254.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 10:00:00,晴,10.6,0.0,未知,2,8,0,1000,46,50,10,0,,280.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 11:00:00,晴,12.9,0.0,未知,2,8,0,1000,39,50,10,0,,458.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 11:00:00,晴,10.7,0.0,未知,2,8,0,1000,53,50,10,0,,452.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 11:00:00,晴,14.2,0.0,未知,2,8,0,1000,32,50,10,0,,470.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 11:00:00,晴,12.3,0.0,未知,2,8,0,1000,38,50,10,0,,482.0,泉州,鲤城
福建/泉州/鲤城,2026-01-10 12:00:00,晴,14.9,0.0,未知,2,8,0,1000,28,50,10,0,,631.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 12:00:00,晴,16.5,0.0,未知,2,8,0,1000,25,50,10,0,,615.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 12:00:00,晴,14.9,0.0,未知,2,8,0,1000,33,50,10,0,,598.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 12:00:00,晴,13.9,0.0,未知,2,8,0,1000,39,50,10,0,,602.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 13:00:00,晴,18.3,0.0,未知,2,8,0,1000,22,50,10,0,,698.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 13:00:00,晴,16.4,0.0,未知,2,8,0,1000,22,50,10,0,,717.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 13:00:00,晴,16.4,0.0,未知,2,8,0,1000,28,50,10,0,,678.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 13:00:00,晴,16.5,0.0,未知,2,8,0,1000,30,50,10,0,,685.0,福州,鼓楼
福建/福州/鼓楼,2026-01-10 14:00:00,晴,18.2,0.0,未知,2,8,0,1000,19,50,10,0,,697.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 14:00:00,晴,19.7,0.0,未知,2,8,0,1000,17,50,10,0,,710.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 14:00:00,晴,17.0,0.0,未知,2,8,0,1000,21,50,10,0,,732.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 14:00:00,晴,17.4,0.0,未知,2,8,0,1000,26,50,10,0,,689.0,宁德,蕉城
福建/莆田/城厢,2026-01-10 15:00:00,晴,19.9,0.0,未知,2,8,0,1000,16,50,10,0,,652.0,莆田,城厢
福建/福州/鼓楼,2026-01-10 15:00:00,晴,18.1,0.0,未知,2,8,0,1000,20,50,10,0,,636.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 15:00:00,晴,17.3,0.0,未知,2,8,0,1000,22,50,10,2,,675.0,泉州,鲤城
福建/宁德/蕉城,2026-01-10 15:00:00,晴,17.6,0.0,未知,2,8,0,1000,26,50,10,0,,629.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 16:00:00,晴,18.2,0.0,未知,2,8,0,1000,21,50,10,0,,513.0,福州,鼓楼
福建/宁德/蕉城,2026-01-10 16:00:00,晴,17.8,0.0,未知,2,8,0,1000,27,50,10,0,,504.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 16:00:00,多云,17.1,0.0,未知,2,8,0,1000,23,50,10,97,,552.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 16:00:00,晴,19.5,0.0,未知,2,8,0,1000,16,50,10,27,,528.0,莆田,城厢
福建/福州/鼓楼,2026-01-10 17:00:00,晴,17.5,0.0,未知,2,8,0,1000,22,50,10,3,,338.0,福州,鼓楼
福建/宁德/蕉城,2026-01-10 17:00:00,晴,16.8,0.0,未知,2,8,0,1000,29,50,10,0,,328.0,宁德,蕉城
福建/莆田/城厢,2026-01-10 17:00:00,多云,18.1,0.0,未知,2,8,0,1000,22,50,10,78,,352.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 17:00:00,晴,16.0,0.0,未知,2,8,0,1000,27,50,10,29,,375.0,泉州,鲤城
福建/福州/鼓楼,2026-01-10 18:00:00,晴,15.2,0.0,未知,2,8,0,1000,31,50,10,0,,141.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 18:00:00,晴,15.7,0.0,未知,2,8,0,1000,30,50,10,25,,151.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 18:00:00,晴,14.3,0.0,未知,2,8,0,1000,44,50,10,0,,132.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 18:00:00,晴,13.5,0.0,未知,2,8,0,1000,37,50,10,23,,169.0,泉州,鲤城
福建/泉州/鲤城,2026-01-10 19:00:00,晴,9.7,0.0,未知,2,8,0,1000,46,50,10,1,,15.0,泉州,鲤城
福建/福州/鼓楼,2026-01-10 19:00:00,晴,12.7,0.0,未知,2,8,0,1000,44,50,10,0,,9.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 19:00:00,多云,13.9,0.0,未知,2,8,0,1000,33,50,10,83,,11.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 19:00:00,晴,12.4,0.0,未知,2,8,0,1000,50,50,10,0,,7.0,宁德,蕉城
福建/宁德/蕉城,2026-01-10 20:00:00,晴,11.8,0.0,未知,2,8,0,1000,55,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 20:00:00,晴,10.9,0.0,未知,2,8,0,1000,59,50,10,0,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-10 20:00:00,晴,7.2,0.0,未知,2,8,0,1000,54,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 20:00:00,晴,13.1,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 21:00:00,晴,11.5,0.0,未知,2,8,0,1000,42,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-10 21:00:00,晴,9.9,0.0,未知,2,8,0,1000,64,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-10 21:00:00,晴,11.6,0.0,未知,2,8,0,1000,33,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-10 21:00:00,晴,5.7,0.0,未知,2,8,0,1000,61,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 22:00:00,晴,11.4,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-10 22:00:00,晴,10.7,0.0,未知,2,8,0,1000,39,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 22:00:00,晴,4.9,0.0,未知,2,8,0,1000,65,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-10 22:00:00,晴,9.7,0.0,未知,2,8,0,1000,65,50,10,0,,0.0,福州,鼓楼
福建/福州/鼓楼,2026-01-10 23:00:00,晴,8.9,0.0,未知,2,8,0,1000,68,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-10 23:00:00,晴,10.4,0.0,未知,2,8,0,1000,37,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-10 23:00:00,晴,4.4,0.0,未知,2,8,0,1000,68,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-10 23:00:00,晴,10.9,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-11 00:00:00,晴,9.8,0.0,未知,2,8,0,1000,40,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 00:00:00,晴,4.2,0.0,未知,2,8,0,1000,68,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 00:00:00,晴,10.2,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 00:00:00,晴,8.1,0.0,未知,2,8,0,1000,72,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 01:00:00,晴,8.7,0.0,未知,2,8,0,1000,44,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 01:00:00,晴,4.2,0.0,未知,2,8,0,1000,67,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 01:00:00,晴,9.5,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 01:00:00,晴,7.4,0.0,未知,2,8,0,1000,74,50,10,0,,0.0,福州,鼓楼
福建/福州/鼓楼,2026-01-11 02:00:00,晴,6.9,0.0,未知,2,8,0,1000,75,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 02:00:00,晴,9.4,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 02:00:00,晴,3.8,0.0,未知,2,8,0,1000,67,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-11 02:00:00,晴,8.1,0.0,未知,2,8,0,1000,43,50,10,0,,0.0,宁德,蕉城
福建/宁德/蕉城,2026-01-11 03:00:00,晴,7.7,0.0,未知,2,8,0,1000,49,50,10,0,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 03:00:00,晴,9.1,0.0,未知,2,8,0,1000,33,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 03:00:00,晴,2.6,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 03:00:00,晴,6.4,0.0,未知,2,8,0,1000,77,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 04:00:00,晴,7.1,0.0,未知,2,8,0,1000,51,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 04:00:00,晴,3.0,0.0,未知,2,8,0,1000,73,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 04:00:00,晴,6.3,0.0,未知,2,8,0,1000,75,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 04:00:00,晴,9.9,0.0,未知,2,8,0,1000,32,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 05:00:00,晴,3.2,0.0,未知,2,8,0,1000,72,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 05:00:00,晴,5.9,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 05:00:00,晴,10.3,0.0,未知,2,8,0,1000,35,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-11 05:00:00,晴,7.0,0.0,未知,2,8,0,1000,49,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 06:00:00,晴,2.9,0.0,未知,2,8,0,1000,73,50,10,0,,0.0,泉州,鲤城
福建/宁德/蕉城,2026-01-11 06:00:00,晴,6.9,0.0,未知,2,8,0,1000,46,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-11 06:00:00,晴,5.4,0.0,未知,2,8,0,1000,78,50,10,0,,0.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 06:00:00,晴,10.3,0.0,未知,2,8,0,1000,37,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 07:00:00,晴,2.5,0.0,未知,2,8,0,1000,75,50,10,0,,0.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 07:00:00,晴,10.1,0.0,未知,2,8,0,1000,38,50,10,0,,0.0,莆田,城厢
福建/宁德/蕉城,2026-01-11 07:00:00,晴,6.8,0.0,未知,2,8,0,1000,46,50,10,0,,0.0,宁德,蕉城
福建/福州/鼓楼,2026-01-11 07:00:00,晴,4.9,0.0,未知,2,8,0,1000,80,50,10,0,,0.0,福州,鼓楼
福建/泉州/鲤城,2026-01-11 08:00:00,晴,2.0,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 08:00:00,晴,4.8,0.0,未知,2,8,0,1000,79,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 08:00:00,晴,6.1,0.0,未知,2,8,0,1000,51,50,10,0,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 08:00:00,晴,9.9,0.0,未知,2,8,0,1000,39,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 09:00:00,晴,4.1,0.0,未知,2,8,0,1000,72,50,10,0,,82.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 09:00:00,晴,11.8,0.0,未知,2,8,0,1000,40,50,10,0,,81.0,莆田,城厢
福建/宁德/蕉城,2026-01-11 09:00:00,晴,8.8,0.0,未知,2,8,0,1000,58,50,10,0,,79.0,宁德,蕉城
福建/福州/鼓楼,2026-01-11 09:00:00,晴,7.4,0.0,未知,2,8,0,1000,66,50,10,0,,80.0,福州,鼓楼
福建/泉州/鲤城,2026-01-11 10:00:00,晴,9.5,0.0,未知,2,8,0,1000,58,50,10,0,,286.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 10:00:00,晴,13.8,0.0,未知,2,8,0,1000,44,50,10,1,,272.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 10:00:00,晴,10.8,0.0,未知,2,8,0,1000,52,50,10,0,,265.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 10:00:00,晴,10.7,0.0,未知,2,8,0,1000,49,50,10,0,,265.0,宁德,蕉城
福建/福州/鼓楼,2026-01-11 11:00:00,晴,13.1,0.0,未知,2,8,0,1000,56,50,10,0,,446.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 11:00:00,晴,15.1,0.0,未知,2,8,0,1000,44,50,10,0,,461.0,莆田,城厢
福建/宁德/蕉城,2026-01-11 11:00:00,晴,12.2,0.0,未知,2,8,0,1000,60,50,10,0,,447.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 11:00:00,晴,13.0,0.0,未知,2,8,0,1000,38,50,10,0,,482.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 12:00:00,晴,14.5,0.0,未知,2,8,0,1000,49,50,10,0,,587.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 12:00:00,晴,13.3,0.0,未知,2,8,0,1000,56,50,10,0,,587.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 12:00:00,晴,16.2,0.0,未知,2,8,0,1000,42,50,10,0,,605.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 12:00:00,晴,14.7,0.0,未知,2,8,0,1000,30,50,10,0,,632.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 13:00:00,晴,17.0,0.0,未知,2,8,0,1000,39,50,10,0,,685.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 13:00:00,晴,15.8,0.0,未知,2,8,0,1000,26,50,10,0,,719.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 13:00:00,晴,15.3,0.0,未知,2,8,0,1000,45,50,10,0,,668.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 13:00:00,晴,14.3,0.0,未知,2,8,0,1000,50,50,10,0,,668.0,宁德,蕉城
福建/宁德/蕉城,2026-01-11 14:00:00,晴,14.8,0.0,未知,2,8,0,1000,47,50,10,0,,681.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 14:00:00,晴,17.3,0.0,未知,2,8,0,1000,37,50,10,0,,697.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 14:00:00,晴,15.4,0.0,未知,2,8,0,1000,43,50,10,0,,680.0,福州,鼓楼
福建/泉州/鲤城,2026-01-11 14:00:00,晴,16.3,0.0,未知,2,8,0,1000,26,50,10,0,,736.0,泉州,鲤城
福建/泉州/鲤城,2026-01-11 15:00:00,晴,16.6,0.0,未知,2,8,0,1000,28,50,10,0,,679.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 15:00:00,晴,17.3,0.0,未知,2,8,0,1000,37,50,10,0,,640.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 15:00:00,晴,15.2,0.0,未知,2,8,0,1000,44,50,10,8,,623.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 15:00:00,晴,14.5,0.0,未知,2,8,0,1000,49,50,10,0,,623.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 16:00:00,晴,16.6,0.0,未知,2,8,0,1000,31,50,10,0,,555.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 16:00:00,晴,14.3,0.0,未知,2,8,0,1000,44,50,10,6,,490.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 16:00:00,晴,14.0,0.0,未知,2,8,0,1000,50,50,10,0,,495.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 16:00:00,晴,16.2,0.0,未知,2,8,0,1000,38,50,10,0,,517.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 17:00:00,晴,16.0,0.0,未知,2,8,0,1000,33,50,10,0,,377.0,泉州,鲤城
福建/宁德/蕉城,2026-01-11 17:00:00,晴,12.7,0.0,未知,2,8,0,1000,53,50,10,0,,321.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 17:00:00,晴,14.9,0.0,未知,2,8,0,1000,40,50,10,0,,346.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 17:00:00,晴,13.1,0.0,未知,2,8,0,1000,45,50,10,2,,324.0,福州,鼓楼
福建/莆田/城厢,2026-01-11 18:00:00,晴,13.4,0.0,未知,2,8,0,1000,43,50,10,0,,150.0,莆田,城厢
福建/福州/鼓楼,2026-01-11 18:00:00,晴,11.9,0.0,未知,2,8,0,1000,47,50,10,2,,136.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 18:00:00,晴,10.7,0.0,未知,2,8,0,1000,59,50,10,0,,130.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 18:00:00,晴,13.1,0.0,未知,2,8,0,1000,52,50,10,0,,172.0,泉州,鲤城
福建/莆田/城厢,2026-01-11 19:00:00,晴,12.2,0.0,未知,2,8,0,1000,46,50,10,0,,12.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 19:00:00,晴,10.1,0.0,未知,2,8,0,1000,50,50,10,0,,16.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 19:00:00,晴,10.9,0.0,未知,2,8,0,1000,51,50,10,0,,9.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 19:00:00,晴,8.3,0.0,未知,2,8,0,1000,71,50,10,0,,8.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 20:00:00,晴,11.4,0.0,未知,2,8,0,1000,50,50,10,0,,0.0,莆田,城厢
福建/泉州/鲤城,2026-01-11 20:00:00,晴,7.7,0.0,未知,2,8,0,1000,63,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 20:00:00,晴,10.1,0.0,未知,2,8,0,1000,55,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 20:00:00,晴,7.9,0.0,未知,2,8,0,1000,72,50,10,0,,0.0,宁德,蕉城
福建/泉州/鲤城,2026-01-11 21:00:00,晴,6.2,0.0,未知,2,8,0,1000,76,50,10,0,,0.0,泉州,鲤城
福建/福州/鼓楼,2026-01-11 21:00:00,晴,9.6,0.0,未知,2,8,0,1000,60,50,10,0,,0.0,福州,鼓楼
福建/宁德/蕉城,2026-01-11 21:00:00,晴,9.2,0.0,未知,2,8,0,1000,65,50,10,0,,0.0,宁德,蕉城
福建/莆田/城厢,2026-01-11 21:00:00,晴,11.2,0.0,未知,2,8,0,1000,52,50,10,0,,0.0,莆田,城厢
